"","dateCrawled","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","postalCode","lastSeen"
"48551","3/17/2016 15:48",1500,0,8,2000,0,116,"bora",150000,2,"0",40,0,"3/17/2016 0:00",58730,"4/4/2016 21:18"
"48552","3/19/2016 21:38",650,1,7,2002,0,0,"seicento",90000,5,"0",32,0,"3/19/2016 0:00",76437,"4/7/2016 12:17"
"48553","3/24/2016 16:52",850,1,6,1998,0,0,"5_reihe",150000,7,"0",33,NA,"3/24/2016 0:00",28759,"4/7/2016 10:17"
"48561","3/30/2016 15:52",599,0,8,1996,0,0,"3er",150000,5,"0",30,1,"3/30/2016 0:00",40549,"3/30/2016 15:52"
"48563","3/30/2016 14:36",2000,1,6,2000,0,122,"c_klasse",150000,0,"0",37,NA,"3/30/2016 0:00",88410,"3/30/2016 15:43"
"48564","3/9/2016 18:50",6990,0,6,2003,0,150,"3er",150000,12,"1",30,0,"3/9/2016 0:00",67677,"4/7/2016 14:56"
"48565","3/7/2016 16:38",1200,1,7,1997,0,116,"golf",150000,6,"0",40,0,"3/7/2016 0:00",63179,"3/12/2016 6:46"
"48572","3/23/2016 14:42",18400,0,2,2015,0,150,"kuga",20000,6,"0",35,0,"3/23/2016 0:00",50827,"4/1/2016 19:44"
"48581","3/16/2016 20:50",20999,1,3,2011,0,170,"3er",70000,6,"0",30,0,"3/16/2016 0:00",70176,"4/7/2016 7:45"
"48582","3/28/2016 11:58",599,1,7,1999,0,60,"fiesta",150000,1,"0",35,0,"3/28/2016 0:00",59755,"3/30/2016 2:17"
"48597","3/16/2016 23:56",6849,0,8,2005,0,140,"a3",150000,11,"1",36,0,"3/16/2016 0:00",18055,"3/20/2016 7:46"
"48599","3/30/2016 21:47",12499,0,2,2012,0,109,"duster",40000,8,"1",13,0,"3/30/2016 0:00",53894,"4/5/2016 12:19"
"48605","3/13/2016 11:48",2500,1,7,2000,0,60,"punto",70000,2,"0",32,0,"3/13/2016 0:00",93437,"4/6/2016 15:17"
"48607","3/27/2016 17:58",2500,0,NA,2016,0,0,"3_reihe",150000,0,"0",33,NA,"3/27/2016 0:00",20535,"3/27/2016 17:58"
"48616","3/28/2016 17:54",400,0,6,1998,0,0,"focus",5000,0,"",35,NA,"3/28/2016 0:00",26639,"3/28/2016 17:54"
"48628","3/12/2016 23:37",1950,1,7,2001,0,58,"corsa",150000,8,"0",38,0,"3/12/2016 0:00",47877,"4/6/2016 13:45"
"48633","3/8/2016 22:55",950,0,6,2001,0,140,"156",150000,2,"1",15,1,"3/8/2016 0:00",74405,"4/6/2016 2:45"
"48655","3/20/2016 11:36",12800,0,7,2016,0,87,"1",5000,3,"0",38,0,"3/20/2016 0:00",57319,"3/20/2016 11:36"
"48660","3/9/2016 20:59",1850,0,5,2003,0,111,"almera",150000,12,"1",26,0,"3/9/2016 0:00",45883,"3/11/2016 5:44"
"48661","3/25/2016 11:47",950,0,5,2000,0,116,"zafira",150000,8,"0",38,0,"3/25/2016 0:00",72393,"3/30/2016 0:45"
"48666","3/12/2016 21:48",1500,0,8,1991,0,102,"3er",150000,0,"0",30,0,"3/12/2016 0:00",13589,"3/24/2016 22:44"
"48670","3/20/2016 11:56",950,0,8,2000,0,107,"scenic",150000,1,"0",34,0,"3/20/2016 0:00",14827,"3/20/2016 11:56"
"48683","3/15/2016 20:52",6399,0,7,2009,0,80,"polo",90000,3,"0",40,0,"3/15/2016 0:00",15562,"3/27/2016 9:15"
"48687","3/24/2016 9:47",150,1,8,1969,NA,0,"",5000,3,"1",32,1,"3/24/2016 0:00",44534,"4/6/2016 23:17"
"48690","3/16/2016 23:52",54900,0,8,2012,1,250,"1",150000,10,"1",16,0,"3/16/2016 0:00",70182,"3/28/2016 1:16"
"48692","4/2/2016 10:44",5190,0,7,2008,0,75,"corsa",125000,1,"1",38,0,"4/2/2016 0:00",97653,"4/6/2016 8:15"
"48693","3/25/2016 19:37",3500,0,5,1991,0,57,"transporter",125000,11,"1",40,0,"3/25/2016 0:00",1445,"4/1/2016 4:17"
"48704","3/9/2016 18:39",900,0,NA,2017,1,0,"3er",150000,0,"0",30,NA,"3/9/2016 0:00",12353,"3/15/2016 5:17"
"48706","4/1/2016 8:56",800,0,NA,2017,0,75,"3_reihe",150000,2,"0",28,NA,"4/1/2016 0:00",26789,"4/7/2016 5:44"
"48709","3/19/2016 21:25",2900,1,3,1993,0,116,"astra",150000,3,"0",38,0,"3/19/2016 0:00",65589,"4/2/2016 11:15"
"48710","3/10/2016 18:45",6999,0,6,2012,0,204,"3er",60000,1,"1",30,1,"3/10/2016 0:00",77815,"3/16/2016 7:47"
"48719","3/29/2016 19:45",1500,1,3,1992,0,133,"80",150000,0,"0",36,NA,"3/29/2016 0:00",93449,"4/6/2016 5:45"
"48724","4/4/2016 17:40",2300,0,7,2003,0,60,"corsa",125000,5,"0",38,0,"4/4/2016 0:00",32457,"4/6/2016 19:17"
"48726","3/17/2016 19:45",4490,1,6,2008,0,105,"fabia",125000,12,"0",30,0,"3/17/2016 0:00",64665,"3/17/2016 19:45"
"48727","4/4/2016 18:39",200,0,1,1993,0,50,"1",100000,11,"",32,1,"4/4/2016 0:00",6333,"4/6/2016 20:44"
"48728","3/12/2016 13:59",3980,1,8,2003,1,116,"3er",150000,10,"0",30,0,"3/12/2016 0:00",1217,"4/6/2016 21:45"
"48731","3/20/2016 12:37",19490,0,5,2012,1,109,"b_klasse",30000,4,"1",37,0,"3/20/2016 0:00",7422,"3/30/2016 0:16"
"48732","3/20/2016 0:56",14000,1,2,2010,0,141,"qashqai",60000,10,"0",26,0,"3/20/2016 0:00",25718,"4/6/2016 3:15"
"48738","3/8/2016 19:58",4000,0,NA,2005,NA,90,"",150000,3,"1",35,NA,"3/8/2016 0:00",14712,"4/5/2016 18:44"
"48740","3/11/2016 5:03",22500,1,8,2013,0,150,"a3",30000,8,"1",36,0,"3/11/2016 0:00",85122,"3/31/2016 16:17"
"48750","3/27/2016 18:46",1999,1,7,2003,0,69,"fiesta",125000,9,"0",35,NA,"3/27/2016 0:00",31789,"3/27/2016 18:46"
"48763","3/7/2016 5:40",3390,0,8,2006,0,105,"astra",125000,5,"0",38,0,"3/6/2016 0:00",45359,"3/27/2016 12:45"
"48776","4/1/2016 19:57",0,1,NA,1985,NA,130,"1",150000,0,"1",14,NA,"4/1/2016 0:00",4931,"4/5/2016 17:27"
"48778","3/26/2016 11:55",6000,1,5,2007,0,143,"5_reihe",150000,6,"1",28,NA,"3/26/2016 0:00",44135,"4/5/2016 23:17"
"48784","4/2/2016 13:53",6990,0,4,2000,0,179,"tt",100000,8,"0",36,0,"4/2/2016 0:00",52078,"4/4/2016 11:46"
"48795","4/3/2016 22:56",2125,1,8,1997,0,170,"5er",150000,12,"0",30,1,"4/3/2016 0:00",66851,"4/6/2016 0:16"
"48796","3/17/2016 12:53",900,0,3,1999,0,106,"tigra",5000,6,"0",38,0,"3/17/2016 0:00",7580,"4/4/2016 15:44"
"48800","4/1/2016 20:06",1600,1,5,2005,0,101,"scenic",150000,4,"1",34,0,"4/1/2016 0:00",35794,"4/5/2016 12:18"
"48806","4/1/2016 20:55",2250,0,6,2001,1,136,"3er",150000,6,"1",30,0,"4/1/2016 0:00",86633,"4/1/2016 20:55"
"48812","3/17/2016 20:46",800,1,8,1999,0,116,"focus",150000,12,"0",35,NA,"3/17/2016 0:00",86989,"4/7/2016 9:45"
"48814","3/29/2016 20:42",4900,0,8,2005,1,122,"c_klasse",150000,8,"1",37,NA,"3/29/2016 0:00",36399,"4/6/2016 6:45"
"48817","4/3/2016 20:06",2800,1,5,2005,0,109,"1",150000,12,"1",27,0,"4/3/2016 0:00",35392,"4/7/2016 12:45"
"48830","4/3/2016 0:59",3700,1,3,2008,0,90,"c4",150000,6,"1",27,0,"4/2/2016 0:00",64289,"4/7/2016 9:15"
"48836","3/27/2016 10:58",1850,1,7,2003,0,58,"",150000,3,"0",38,NA,"3/27/2016 0:00",42551,"3/27/2016 10:58"
"48840","3/9/2016 21:43",0,0,NA,2016,NA,0,"a6",150000,0,"1",36,NA,"3/9/2016 0:00",47249,"3/10/2016 7:46"
"48866","3/11/2016 18:19",2000,1,5,2003,0,124,"zafira",150000,0,"0",38,NA,"3/10/2016 0:00",65929,"4/6/2016 23:16"
"48867","4/1/2016 16:46",799,1,7,1999,0,50,"arosa",150000,11,"0",31,0,"4/1/2016 0:00",74193,"4/5/2016 11:49"
"48872","3/19/2016 0:53",1500,1,8,2000,0,0,"a3",150000,4,"0",36,1,"3/18/2016 0:00",64625,"4/6/2016 3:45"
"48874","3/23/2016 16:48",10900,0,7,2008,0,170,"1er",125000,3,"1",30,0,"3/23/2016 0:00",48703,"4/5/2016 20:45"
"48879","3/16/2016 16:36",3450,1,8,2007,0,120,"2_reihe",125000,12,"0",33,0,"3/16/2016 0:00",65929,"3/22/2016 10:44"
"48887","3/16/2016 18:57",6500,1,7,1991,0,214,"corsa",70000,8,"0",38,0,"3/16/2016 0:00",16321,"4/7/2016 4:45"
"48888","3/21/2016 11:49",3699,1,7,2011,NA,71,"fortwo",125000,1,"0",29,0,"3/21/2016 0:00",70193,"3/21/2016 11:49"
"48889","3/19/2016 4:36",1390,0,1,2002,0,69,"1",80000,12,"1",32,0,"3/19/2016 0:00",96138,"3/19/2016 8:46"
"48899","3/27/2016 22:54",1100,0,7,2002,0,54,"seicento",90000,3,"0",32,0,"3/27/2016 0:00",33102,"4/6/2016 6:17"
"48908","3/30/2016 8:52",490,1,7,1997,0,54,"corsa",150000,11,"0",38,0,"3/30/2016 0:00",29439,"3/30/2016 9:39"
"48909","3/31/2016 20:36",9200,0,6,2008,0,140,"a3",125000,10,"1",36,0,"3/31/2016 0:00",48143,"4/6/2016 15:15"
"48910","3/22/2016 12:53",6250,1,7,2009,0,82,"fiesta",60000,3,"0",35,0,"3/22/2016 0:00",91161,"4/6/2016 1:44"
"48923","3/31/2016 13:57",11500,1,4,2007,0,170,"cooper",80000,6,"0",22,0,"3/31/2016 0:00",33100,"4/2/2016 9:44"
"48925","3/30/2016 12:50",1850,1,8,2000,0,110,"leon",150000,6,"1",31,0,"3/30/2016 0:00",79115,"4/3/2016 2:19"
"48927","3/19/2016 18:45",3899,0,5,2003,1,116,"sharan",150000,1,"1",40,0,"3/19/2016 0:00",71672,"3/23/2016 7:47"
"48934","3/13/2016 19:25",8500,1,1,2008,0,150,"sprinter",150000,7,"1",37,0,"3/13/2016 0:00",60489,"3/19/2016 6:18"
"48945","4/5/2016 11:48",10490,0,7,2014,0,75,"swift",50000,4,"1",17,0,"4/5/2016 0:00",23824,"4/5/2016 11:48"
"48948","3/15/2016 14:55",1500,1,3,1985,0,0,"1",150000,11,"0",40,0,"3/15/2016 0:00",22946,"4/6/2016 6:45"
"48953","3/26/2016 23:47",6800,0,8,2003,1,192,"3er",150000,0,"0",30,0,"3/26/2016 0:00",47506,"4/6/2016 18:48"
"48964","3/14/2016 1:48",3800,1,NA,2018,NA,0,"c1",125000,2,"",27,NA,"3/13/2016 0:00",35216,"4/7/2016 5:46"
"48965","3/19/2016 17:52",950,1,7,1996,0,45,"corsa",150000,7,"0",38,0,"3/19/2016 0:00",95028,"4/7/2016 4:45"
"48966","3/26/2016 20:39",8900,1,5,1986,0,50,"transporter",60000,2,"1",40,0,"3/26/2016 0:00",50354,"4/5/2016 16:46"
"48970","3/30/2016 13:52",17900,0,4,2008,0,218,"3er",150000,4,"0",30,0,"3/30/2016 0:00",47661,"4/7/2016 4:44"
"48978","3/14/2016 14:36",649,1,NA,2017,0,50,"ka",150000,4,"0",35,NA,"3/14/2016 0:00",27628,"3/17/2016 2:44"
"48979","4/1/2016 17:06",3200,0,8,2000,0,226,"1",150000,0,"0",15,NA,"4/1/2016 0:00",63263,"4/7/2016 12:44"
"48986","3/14/2016 11:39",1650,0,7,2003,0,58,"twingo",125000,12,"0",34,0,"3/14/2016 0:00",45721,"3/24/2016 18:46"
"48988","3/26/2016 3:36",3980,1,6,1999,0,125,"e_klasse",150000,6,"1",37,0,"3/26/2016 0:00",53229,"4/5/2016 19:47"
"48991","3/9/2016 19:37",16000,0,8,2014,1,150,"a3",20000,3,"1",36,0,"3/9/2016 0:00",10115,"3/9/2016 19:37"
"48992","3/9/2016 18:43",4499,0,8,2005,0,116,"golf",125000,3,"0",40,0,"3/9/2016 0:00",8468,"3/22/2016 4:44"
"49001","3/23/2016 21:53",1700,0,8,2003,0,147,"astra",150000,6,"0",38,0,"3/23/2016 0:00",97508,"3/29/2016 19:44"
"49010","3/22/2016 8:51",1100,1,8,2000,1,102,"a_klasse",150000,0,"0",37,0,"3/22/2016 0:00",41748,"3/24/2016 23:45"
"49011","4/3/2016 4:02",5000,0,6,2004,0,136,"touran",150000,2,"1",40,NA,"4/3/2016 0:00",79650,"4/7/2016 10:16"
"49022","4/1/2016 13:51",3750,0,7,2008,0,80,"corsa",125000,1,"0",38,0,"4/1/2016 0:00",44787,"4/7/2016 11:17"
"49024","3/7/2016 8:53",2500,1,8,1999,0,116,"octavia",150000,4,"0",30,1,"3/7/2016 0:00",9212,"4/7/2016 5:17"
"49027","4/1/2016 0:52",38999,0,8,2015,1,170,"c_klasse",60000,6,"1",37,0,"3/31/2016 0:00",45897,"4/7/2016 4:16"
"49030","3/12/2016 22:49",9200,1,7,2010,0,105,"polo",125000,1,"1",40,0,"3/12/2016 0:00",47051,"3/14/2016 16:17"
"49032","3/31/2016 9:53",3200,1,8,2006,NA,0,"passat",150000,11,"1",40,0,"3/31/2016 0:00",36251,"3/31/2016 10:47"
"49037","3/13/2016 16:37",10100,0,2,2008,1,239,"touareg",100000,12,"1",40,0,"3/13/2016 0:00",10115,"3/13/2016 16:37"
"49041","3/7/2016 19:45",3500,1,2,2004,0,136,"x_trail",150000,6,"1",26,1,"3/7/2016 0:00",66879,"3/12/2016 3:44"
"49047","4/3/2016 15:45",650,0,6,2001,1,179,"a6",150000,7,"1",36,1,"4/3/2016 0:00",95448,"4/5/2016 14:46"
"49049","4/3/2016 13:44",1300,1,7,2001,0,58,"twingo",150000,6,"0",34,0,"4/3/2016 0:00",23568,"4/5/2016 12:19"
"49052","3/20/2016 14:46",10500,0,7,2007,0,120,"cooper",100000,10,"0",22,0,"3/20/2016 0:00",16548,"4/6/2016 17:46"
"49056","3/12/2016 17:37",26500,0,8,2012,1,190,"1",40000,6,"1",8,0,"3/12/2016 0:00",63069,"4/7/2016 3:16"
"49065","4/5/2016 0:40",40800,1,2,2015,1,163,"q5",10000,6,"1",36,0,"4/4/2016 0:00",38440,"4/7/2016 3:17"
"49067","3/22/2016 12:50",1850,1,8,1998,0,193,"5er",150000,1,"0",30,0,"3/22/2016 0:00",57539,"3/24/2016 7:29"
"49073","4/1/2016 12:56",24490,0,2,2010,0,184,"x_reihe",60000,11,"1",30,0,"4/1/2016 0:00",81377,"4/7/2016 9:44"
"49079","3/26/2016 0:58",4699,0,5,2005,0,86,"transporter",150000,8,"1",40,NA,"3/25/2016 0:00",87600,"3/26/2016 8:45"
"49081","4/3/2016 20:42",3190,0,7,2006,0,111,"clio",150000,6,"0",34,0,"4/3/2016 0:00",86150,"4/3/2016 20:42"
"49082","3/28/2016 12:52",1,0,NA,2005,NA,0,"",5000,0,"",40,NA,"3/28/2016 0:00",61118,"4/2/2016 9:46"
"49085","3/20/2016 16:57",1500,0,6,2005,0,135,"laguna",150000,5,"0",34,0,"3/20/2016 0:00",8060,"3/23/2016 1:17"
"49102","4/4/2016 19:39",53695,0,5,2015,0,140,"transporter",10000,5,"1",40,0,"4/4/2016 0:00",22765,"4/6/2016 21:45"
"49109","4/5/2016 8:52",1449,0,6,1999,0,90,"1",125000,2,"0",26,0,"4/5/2016 0:00",37688,"4/5/2016 9:45"
"49114","3/22/2016 15:48",4500,1,5,2004,0,125,"zafira",150000,4,"0",38,0,"3/22/2016 0:00",33758,"4/6/2016 5:45"
"49116","3/20/2016 11:30",750,0,NA,2016,0,64,"",150000,0,"",40,NA,"3/20/2016 0:00",65232,"3/31/2016 20:45"
"49124","4/5/2016 11:37",2700,0,7,2006,NA,0,"polo",150000,0,"1",40,NA,"4/5/2016 0:00",12355,"4/5/2016 11:37"
"49125","3/29/2016 20:44",200,0,8,1993,0,0,"golf",150000,0,"0",40,0,"3/29/2016 0:00",28329,"4/6/2016 6:45"
"49126","3/12/2016 22:38",500,1,8,1998,0,125,"",150000,10,"",37,0,"3/12/2016 0:00",6571,"4/5/2016 23:46"
"49128","3/5/2016 17:43",7500,0,7,1987,0,90,"golf",150000,11,"0",40,0,"3/5/2016 0:00",33803,"4/7/2016 8:45"
"49130","4/5/2016 12:55",7490,0,6,2009,0,140,"passat",150000,0,"1",40,0,"4/5/2016 0:00",60388,"4/5/2016 12:55"
"49148","3/5/2016 17:36",1299,0,NA,2016,0,80,"grand",125000,4,"",17,1,"3/5/2016 0:00",31311,"3/15/2016 20:48"
"49149","3/28/2016 12:52",18790,0,4,2013,0,122,"cooper",50000,6,"0",22,0,"3/28/2016 0:00",53547,"4/6/2016 16:15"
"49150","3/15/2016 13:47",699,1,NA,1990,0,0,"",150000,0,"1",40,NA,"3/15/2016 0:00",97243,"4/6/2016 2:44"
"49155","3/30/2016 19:53",470,0,3,1996,0,75,"golf",150000,11,"",40,NA,"3/30/2016 0:00",41065,"4/1/2016 14:46"
"49158","4/2/2016 17:43",850,1,7,2003,0,50,"lupo",150000,12,"0",40,1,"4/2/2016 0:00",70435,"4/6/2016 16:46"
"49161","3/5/2016 14:17",1700,0,6,2003,0,80,"megane",150000,6,"1",34,0,"3/4/2016 0:00",65582,"4/3/2016 17:46"
"49162","3/23/2016 14:38",1200,0,7,2007,0,68,"2_reihe",150000,3,"1",33,0,"3/23/2016 0:00",38102,"4/5/2016 15:18"
"49165","3/12/2016 15:43",20500,1,2,2009,1,240,"touareg",70000,6,"1",40,0,"3/12/2016 0:00",13359,"4/1/2016 5:46"
"49166","3/20/2016 13:56",5899,0,8,2004,0,163,"1er",150000,10,"1",30,1,"3/20/2016 0:00",80937,"3/28/2016 12:47"
"49176","4/4/2016 22:39",800,0,7,1997,0,50,"polo",150000,4,"0",40,0,"4/4/2016 0:00",86807,"4/7/2016 1:16"
"49181","3/28/2016 14:41",11500,0,6,2008,1,174,"clubman",125000,3,"0",22,0,"3/28/2016 0:00",71067,"4/6/2016 18:19"
"49182","3/24/2016 20:38",1700,0,8,1996,0,101,"a6",150000,3,"0",36,0,"3/24/2016 0:00",12681,"4/5/2016 13:15"
"49183","4/2/2016 17:39",1480,1,7,2000,1,54,"fortwo",125000,11,"0",29,0,"4/2/2016 0:00",48429,"4/6/2016 16:46"
"49188","3/24/2016 19:52",8350,1,4,2007,1,120,"2_reihe",40000,7,"0",33,0,"3/24/2016 0:00",31228,"4/5/2016 12:17"
"49190","3/23/2016 21:45",1850,0,7,1998,0,101,"golf",150000,9,"0",40,1,"3/23/2016 0:00",63477,"3/23/2016 21:45"
"49195","3/5/2016 18:40",200,0,NA,2000,NA,75,"passat",150000,9,"",40,NA,"3/5/2016 0:00",64850,"4/5/2016 2:17"
"49216","3/10/2016 15:58",499,0,8,1997,0,0,"vectra",150000,8,"0",38,1,"3/10/2016 0:00",37412,"3/18/2016 0:47"
"49219","3/14/2016 15:52",1200,1,7,2004,NA,80,"fiesta",50000,2,"0",35,0,"3/14/2016 0:00",80997,"3/22/2016 9:16"
"49223","3/25/2016 22:55",800,1,7,1998,0,75,"fiesta",150000,9,"0",35,0,"3/25/2016 0:00",29389,"4/5/2016 16:44"
"49231","3/22/2016 7:54",14500,1,3,2008,1,177,"1er",150000,5,"1",30,1,"3/22/2016 0:00",63741,"3/29/2016 11:17"
"49235","3/22/2016 6:52",4300,1,8,2003,0,0,"corolla",150000,5,"0",25,0,"3/21/2016 0:00",80809,"4/5/2016 18:15"
"49243","4/5/2016 9:51",2100,1,8,1995,1,286,"7er",150000,7,"2",30,0,"4/5/2016 0:00",44359,"4/5/2016 10:42"
"49245","3/28/2016 9:36",7550,1,NA,2018,0,0,"caddy",150000,10,"1",40,NA,"3/28/2016 0:00",35756,"4/6/2016 5:17"
"49248","3/10/2016 16:44",1200,1,6,2006,0,116,"mondeo",150000,2,"1",35,1,"3/10/2016 0:00",72070,"3/11/2016 16:45"
"49257","3/29/2016 17:52",2950,1,8,1999,0,90,"golf",150000,4,"1",40,NA,"3/29/2016 0:00",33100,"4/2/2016 5:47"
"49264","3/18/2016 12:39",22399,1,8,2011,1,184,"5er",125000,9,"1",30,0,"3/18/2016 0:00",59077,"4/5/2016 22:16"
"49266","3/21/2016 23:57",17780,0,6,2010,1,184,"3er",125000,5,"1",30,0,"3/21/2016 0:00",33699,"4/5/2016 15:17"
"49274","3/14/2016 23:37",1999,1,3,2001,0,113,"beetle",150000,5,"0",40,0,"3/14/2016 0:00",33014,"3/16/2016 2:45"
"49275","3/9/2016 22:53",5000,0,5,2006,0,105,"touran",150000,5,"1",40,0,"3/9/2016 0:00",1819,"3/17/2016 19:15"
"49276","4/3/2016 15:43",4490,0,7,2007,1,71,"fortwo",80000,6,"0",29,0,"4/3/2016 0:00",21465,"4/5/2016 14:45"
"49280","3/24/2016 14:47",5000,0,5,1996,0,110,"transporter",150000,1,"2",40,NA,"3/24/2016 0:00",18057,"4/1/2016 10:18"
"49284","4/3/2016 16:53",6200,1,8,2008,0,120,"golf",150000,10,"0",40,1,"4/3/2016 0:00",57413,"4/5/2016 16:46"
"49295","3/15/2016 11:47",4500,0,NA,2018,0,124,"1",125000,6,"",35,1,"3/15/2016 0:00",58730,"3/15/2016 11:47"
"49296","3/25/2016 10:52",2600,0,7,2006,0,75,"fusion",150000,3,"0",35,0,"3/25/2016 0:00",28777,"3/25/2016 10:52"
"49308","3/17/2016 0:59",990,0,7,1998,0,45,"polo",150000,8,"0",40,NA,"3/16/2016 0:00",45770,"3/17/2016 7:46"
"49318","3/29/2016 13:59",699,1,7,1996,0,90,"corsa",125000,3,"0",38,0,"3/29/2016 0:00",64859,"4/5/2016 23:17"
"49324","3/20/2016 10:49",0,1,8,2000,1,0,"1",150000,5,"0",27,NA,"3/20/2016 0:00",29303,"3/22/2016 17:15"
"49329","3/15/2016 0:42",10800,0,8,2008,1,224,"e_klasse",150000,3,"1",37,0,"3/14/2016 0:00",94469,"4/7/2016 3:16"
"49336","3/16/2016 22:06",1000,0,7,1998,0,75,"",150000,8,"0",40,0,"3/16/2016 0:00",51570,"3/29/2016 13:16"
"49337","3/29/2016 21:57",1100,0,5,2003,0,144,"carnival",150000,8,"1",18,0,"3/29/2016 0:00",30455,"3/29/2016 21:57"
"49340","3/29/2016 17:56",2200,1,6,1999,0,125,"a4",150000,4,"0",36,0,"3/29/2016 0:00",37085,"4/6/2016 4:16"
"49356","3/8/2016 10:52",7950,0,7,2015,0,60,"fiesta",5000,2,"0",35,0,"3/8/2016 0:00",70191,"3/8/2016 11:40"
"49371","3/28/2016 10:52",16800,1,5,2011,0,122,"b_klasse",50000,12,"0",37,0,"3/28/2016 0:00",94522,"4/6/2016 12:45"
"49384","3/25/2016 19:54",4580,0,3,2001,0,118,"3er",150000,8,"0",30,0,"3/25/2016 0:00",49545,"3/25/2016 20:46"
"49389","3/25/2016 23:37",67997,1,4,2011,0,385,"911",60000,12,"0",16,0,"3/25/2016 0:00",80333,"4/7/2016 6:17"
"49391","3/14/2016 14:47",6150,1,3,2000,1,170,"3er",150000,4,"0",30,0,"3/14/2016 0:00",50354,"3/27/2016 19:45"
"49394","4/1/2016 15:50",900,0,6,1998,0,211,"omega",150000,0,"",38,NA,"4/1/2016 0:00",54523,"4/7/2016 13:50"
"49405","3/16/2016 19:43",10999,0,4,2003,1,163,"clk",150000,5,"0",37,0,"3/16/2016 0:00",27624,"3/23/2016 6:47"
"49407","3/22/2016 0:57",950,1,6,1997,0,115,"mondeo",150000,12,"0",35,0,"3/21/2016 0:00",67098,"4/5/2016 18:15"
"49408","3/28/2016 19:36",9700,1,3,2004,0,209,"3er",150000,4,"0",30,0,"3/28/2016 0:00",14163,"4/7/2016 1:45"
"49426","3/18/2016 20:22",4200,0,6,2009,0,110,"passat",150000,5,"1",40,1,"3/18/2016 0:00",65197,"3/30/2016 0:15"
"49432","3/10/2016 23:51",1855,0,2,2001,0,145,"santa",150000,9,"0",23,0,"3/10/2016 0:00",47178,"3/16/2016 8:46"
"49434","3/16/2016 18:54",2200,1,8,1998,0,129,"c_klasse",125000,3,"0",37,0,"3/16/2016 0:00",26506,"3/17/2016 17:44"
"49437","4/3/2016 12:57",2700,1,4,1996,0,131,"1",90000,0,"",32,NA,"4/3/2016 0:00",77749,"4/6/2016 19:17"
"49443","3/31/2016 21:54",2450,0,NA,2018,NA,0,"1",150000,12,"",28,NA,"3/31/2016 0:00",49479,"4/2/2016 18:15"
"49451","3/13/2016 12:40",1399,0,8,1998,0,148,"passat",150000,4,"0",40,0,"3/13/2016 0:00",71665,"3/17/2016 13:15"
"49463","3/30/2016 8:37",3990,1,4,1998,0,193,"3er",150000,3,"0",30,NA,"3/30/2016 0:00",51069,"3/30/2016 9:49"
"49469","3/31/2016 20:38",1800,0,6,2001,0,75,"fabia",125000,12,"0",30,0,"3/31/2016 0:00",22115,"4/6/2016 15:15"
"49472","3/9/2016 13:52",1699,1,4,2004,0,109,"2_reihe",150000,3,"0",33,0,"3/9/2016 0:00",90763,"3/10/2016 20:17"
"49478","3/29/2016 12:51",550,0,6,2002,0,77,"1",60000,8,"0",2,0,"3/29/2016 0:00",93104,"4/5/2016 22:17"
"49483","3/5/2016 18:53",6200,0,5,2012,NA,75,"1",80000,11,"1",33,0,"3/5/2016 0:00",33014,"4/7/2016 3:46"
"49486","3/17/2016 17:58",1500,1,8,1997,0,75,"golf",150000,2,"0",40,0,"3/17/2016 0:00",23879,"4/7/2016 5:16"
"49489","3/20/2016 9:58",1700,1,8,2003,0,147,"vectra",150000,3,"0",38,NA,"3/20/2016 0:00",99423,"3/20/2016 10:42"
"49491","4/2/2016 14:47",14200,0,2,2008,1,239,"touareg",150000,6,"1",40,0,"4/2/2016 0:00",86165,"4/6/2016 13:16"
"49495","3/29/2016 20:46",1999,0,8,2005,1,0,"vectra",125000,7,"0",38,1,"3/29/2016 0:00",51145,"4/6/2016 6:46"
"49498","3/12/2016 15:46",599,1,7,2005,NA,0,"matiz",125000,3,"0",5,1,"3/12/2016 0:00",48599,"3/15/2016 1:45"
"49504","3/26/2016 17:59",250,1,7,1994,0,50,"fiesta",100000,7,"0",35,0,"3/26/2016 0:00",85293,"3/31/2016 14:17"
"49508","3/14/2016 16:49",2600,0,8,2002,0,148,"vectra",150000,5,"0",38,0,"3/14/2016 0:00",16792,"3/14/2016 16:49"
"49512","3/15/2016 18:06",3550,1,6,2007,0,110,"focus",150000,3,"1",35,0,"3/15/2016 0:00",53783,"3/21/2016 18:18"
"49517","3/29/2016 20:38",8499,0,3,2001,0,256,"astra",70000,5,"0",38,0,"3/29/2016 0:00",9116,"4/6/2016 6:45"
"49537","3/28/2016 17:48",2600,0,8,2003,0,116,"3er",150000,5,"0",30,0,"3/28/2016 0:00",95695,"3/28/2016 17:48"
"49546","4/1/2016 14:53",1999,0,8,1996,0,101,"a4",150000,3,"0",36,0,"4/1/2016 0:00",1069,"4/7/2016 12:16"
"49549","3/17/2016 10:36",2400,0,2,2000,1,272,"m_klasse",150000,9,"2",37,0,"3/17/2016 0:00",85653,"3/19/2016 9:18"
"49560","3/24/2016 20:49",3490,0,2,2000,0,128,"grand",125000,3,"0",17,0,"3/24/2016 0:00",23611,"3/26/2016 6:17"
